title,singer,lyric,genre
Vì Sao Em (Acoustic Live),Oringchains, hiện chưa có lời bài hát nào cho vì sao em acoustic live do ca sĩ oringchains trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Mặt Trời,Oringchains,xin cho giấc ngủ say đừng vội qua mau đêm dài vì từng ngày nỗi đau đè nặng đôi vai gầy chỉ còn lại nơi ta một trái tim với vết thương bên trong tâm hồn đã vỡ tan một mình ta đi suốt con đường dài trên đôi vai nặng trĩu chẳng còn ai mình ta bước đi qua nỗi đau xin cho cơn mưa qua mặt trời lên cao những ký ức bé thơ nay đang già cỗi xin cho cơn mưa qua mặt trời lên cao trái tim ta dường như đã mất đi điều gì xin cho một đêm có giấc mơ về qua đây thời gian lặng lẽ trôi chẳng bao giờ ngưng lại cho cơn mơ qua đi ngày dài những ánh mắt vô hồn dõi theo từng bước chân dài sống với những ước muốn là mãi mãi ánh sáng của màn đêm tự do và hoang tàn để rồi chợt thấy lẻ loi ta lang thang bước đi tìm những ánh sao tàn chorus chẳng còn ai mình ta bước đi qua nỗi đau xin cho cơn mưa qua mặt trời lên cao những ký ức bé thơ nay đang già cỗi xin cho cơn mưa qua mặt trời lên cao trái tim ta dường như đã mất đi điều gì xin cho một đêm có giấc mơ về qua đây chặng đường dài biết bao ta biết đi cùng ai trên con đường nhỏ bé đến với một thế giới bình yên bước đừng bước đi vội vã nhưng sao chỉ có nỗi đau thôi xin cho một đêm có giấc mơ về qua đây,rock-viet
Break,"Bụi Gió, Tuấn Khanh", hiện chưa có lời bài hát nào cho break do ca sĩ bụi gió tuấn khanh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tìm Lại,Tâmduke, hiện chưa có lời bài hát nào cho tìm lại do ca sĩ tâmduke trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Daylight,Ron Pope, hiện chưa có lời bài hát nào cho daylight do ca sĩ ron pope trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Kẹt,6duk,sáng sớm ra đường chỉ thấy xe với xe bảo nhau 1 tý thì chẳng có ai nghe ai cũng muốn là người đi trc thì ai đi sau bấm còi inh ỏi tý lao vào đánh nhau thế mà ai cũng nghĩ mình đúng ai cũng nghĩ là mình xuất chúng vì ví dầy 1 tý thì nói gì mà chả đúng đã có số trên má thì đường tôi tôi đi người ta mà ko tránh thì chặt đầu tôi đi kẹtkẹtkẹt đi đến đâu thì cũng kẹt tôi có vài người bạn mồm chẳng khác gì cái loa không làm ngồi nói chỉ bốc phét ba hoa từ nam ra bắc đi đâu cũng thấy gió nhưng nói mà ko làm thì ngta khinh cho như chó cuộc sống bh vốn dĩ là như thế lắm thầy nhiều ma ngta có nhiều mưu kế nếu thật sự quan tâm thì còn có nhiều thứ để kể nhưng nếu chỉ 1 mình tôi thì như muối bỏ bể nói đến đây sẽ có đứa giật mình nói đến đây sẽ có đứa dừng hình x 4,rock-viet
Già,Nhã Ca, hiện chưa có lời bài hát nào cho già do ca sĩ nhã ca trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Hà Nội 24/8,18+ Band,hà nội về đêm im ắng từng con phố chẳng còn kẹt xe chen chúc nhau trên lòng đường lặng nhìn thành phố nơi quán trà đêm vắng tràn ngập mùi hoa báo tin mùa thu về từng ngày trôi trôi qua nơi thành phố tôi lớn lên hà nỗi đêm vẫn mãi quyến rũ trái tim này còn vang đâu đây lời vang với gánh rong thành phố vắng thanh thót dương cầm đêm tôi yêu ba giờ đêm tàu rời ga tiếng còi réo rắt tôi yêu hương mùi thu thật tinh khiết mùi hoa thơm ngất ngây tôi yêu chén trà đêm người đông giá dịu êm ngọt bờ môi tôi yêu nụ hôn em với tôi bỏ quên ta giữa phố đông người hà nội về đêm đôi tình nhân trên con phố vắng họ ngồi cạnh nhau nghe con tim chung nhịp đập mặt hồ tây lung linh đèn đêm chiếu sáng hà nội đêm có nhớ bao cuộc tình từng ngày trôi trôi qua nơi thành phố tôi lớn lên hà nỗi đêm vẫn mãi quyến rũ trái tim này còn vang đâu đây lời vang với gánh rong thành phố vắng thanh thót dương cầm đêm tôi yêu ba giờ đêm tàu rời ga tiếng còi réo rắt tôi yêu hương mùi thu thật tinh khiết mùi hoa thơm ngất ngây tôi yêu chén trà đêm người đông giá dịu êm ngọt bờ môi tôi yêu nụ hôn em với tôi bỏ quên ta giữa phố đông người,rock-viet
Đôi Chân Trần,Xuân Thuận, hiện chưa có lời bài hát nào cho đôi chân trần do ca sĩ xuân thuận trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Across The Galaxy,Black Infinity, hiện chưa có lời bài hát nào cho across the galaxy do ca sĩ black infinity trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ai Cần,Titanium,còn bao lâu cho ta thấy được ngươi thời gian qua biết bao những nghĩ suy điều gì đến thì nó cũng sẽ đến ta không cần ta không cần đâu biết bao nhiêu thời gian đã qua ngươi cũng chẳng có thấy xót xa sống cuộc sống bên trong vỏ bọc ngươi cười khóc ta có biết đâu không ta không cần đâu không ta không cần đâu không ta không cần đâu ta ta không cần ngươi,rock-viet
Tôi Muốn,Thương Nhau Ngày Mưa, hiện chưa có lời bài hát nào cho tôi muốnthương nhau ngày mưa do ca sĩ đình nguyên trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Sét Đánh Lý Thông,Atmosphere, hiện chưa có lời bài hát nào cho sét đánh lý thông do ca sĩ atmosphere trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
On And On,Metal, hiện chưa có lời bài hát nào cho on and on do ca sĩ metal trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tôi Là Ai Em Là Ai,Lê Việt Anh, hiện chưa có lời bài hát nào cho tôi là ai em là ai do ca sĩ lê việt anh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Rock Cafe,Zina Bya, hiện chưa có lời bài hát nào cho rock cafe do ca sĩ zina bya trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Dying With Memories,Black Infinity,let look out side see the winter lights the frozen in the hearts were dying with memories let talk to the fear youve hide inside were closer to the garden oh baby and what are we waiting for in the end of the road maybe just you and me we sacrificed were hanging on the cross and baby together this is the end of the world when you step out of the promises see the love is killing me love and death theyre all the same and will you be the one that i adore ,rock-viet
Từng Ngày,Atmosphere, hiện chưa có lời bài hát nào cho từng ngày do ca sĩ atmosphere trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Trái Tim Hồi Sinh,Nhã Ca, hiện chưa có lời bài hát nào cho trái tim hồi sinh do ca sĩ nhã ca trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vì Cuộc Đời Là Những Chuyến Xe,Aqua Band, hiện chưa có lời bài hát nào cho vì cuộc đời là những chuyến xe do ca sĩ aqua band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Airplane (V,Mix), hiện chưa có lời bài hát nào cho airplane vmix do ca sĩ amy lê young kidz trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Mắt Xích,Atmosphere, hiện chưa có lời bài hát nào cho mắt xích do ca sĩ atmosphere trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Solo,Trần Thu Hà, hiện chưa có lời bài hát nào cho solo do ca sĩ trần thu hà trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Khát,Phoenix,mãi mãi hay là xa thật xa để tôi tìm tôi trong những ưu phiền dốc chén xua dòng đời đắng cay ôi con tim rêu phong cũ kĩ nhắm mắt cho mọi chuyện cứ qua để cho tôi sống phút giây yên bình khói thuốc sao tàn nhanh thật nhanh như những giấc mơ ta khao khát tự do như đám mây kia về nơi cuối trời chẳng còn những lời nói giả tạo trên đầu môi để ta cất tiếng ca xua tan màn đêm mịt mù đưa mùa đông giá băng đi thật xa,rock-viet
Mặt Nạ,Atmosphere, hiện chưa có lời bài hát nào cho mặt nạ do ca sĩ atmosphere trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vòng Tròn,Atmosphere, hiện chưa có lời bài hát nào cho vòng tròn do ca sĩ atmosphere trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Shadow Of Dreams (Piano Version),Black Infinity, hiện chưa có lời bài hát nào cho shadow of dreams piano version do ca sĩ black infinity trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tụi Mày Cứ Việc,"Lik Kay, H.T, Sét", hiện chưa có lời bài hát nào cho tụi mày cứ việc do ca sĩ lik kay ht sét trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Bầu Trời Thành Phố,Minh Ca, hiện chưa có lời bài hát nào cho bầu trời thành phố do ca sĩ minh ca trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Bên Em,6duk, hiện chưa có lời bài hát nào cho bên em do ca sĩ 6duk trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Đêm Giáng Sinh Vui,Zen Vũ Hoàn,giáng sinh mình bên nhau cùng đi phố khắp chốn ánh sáng âm thanh chói chang tai trên con đường qua ôi người đông muôn màu sắc tiếng chuông đổ vang vang gọi thành kính lướt sóng lướt gió xây mơ ước vươn lên cao nơi thánh đường thiêng chúa lòng nhân ban hạnh phúc vẫy vào mọi người nước thánh trôi muộn phiền lòng lành vì đời chúa gánh mang thập tử thế gian í a í á đêm giáng sinh cho muôn loài yêu cuộc sống không giông bão trái đất hóa xinh tươi hơn noel về đây mang niềm vui khắp trần thế đêm nay nhớ chúa giáng sinh cho đời thêm an vui,rock-viet
Yêu Em,"Ronny, Minhphucpk", hiện chưa có lời bài hát nào cho yêu em do ca sĩ ronny minhphucpk trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Thế Giới Không Phiền Lo,AMER,vì một thế giới không phiền lo cứ hát vang thật to những giai điệu đó mang ta gần bên nhau vì một thế giới luôn thật xanh nơi không còn chiến tranh cùng bước chung cùng ước chung một tương lai thật sáng dù cho anh không phải là da đen cũng không phải là da trắng cũng không phải là da vàng thì tôi vẫn mong ta vẫn đi cùng chung hướng bảo vệ trái đất này chung đường để rồi sánh bước cùng nhau ở một thế giới không phiền lo 1 tìm chút ánh sáng giữa màn đêm trời đông hôm nay đang lạnh thêm chẳng còn thấy những dòng người đông đông vui vui ở nơi đây nhìn lên ngôi sao trên trời kia một chút ấm áp giữa trời khuya điều ước ta nguyện cầu cho thế giới này thêm sẻ chia và ngày đó sẽ đến thôi mà ngày mà chúng ta cùng hát vang tên một bài ca mọi phiền lo sẽ hết thôi mà điều mà trước giờ ta cứ ngỡ phải đi thật xa và ngày đó sẽ đến và phiền lo sẽ hết từng điều ước gửi đến bầu trời để thế gian này cùng chung tay cùng sống chung trong 1 bầu không khí nơi oxi sản sinh đều là không phí 4 quý 4 mùa ta dựa vào để tồn tại nắng mưa gió mùanhững gì ta vẫn còn lại bước sang năm mới nhìn cành đào đơm bông bỏ đi ý tưởng vứt đại tiện hơn không đường phố này nó là của chung mà thành phố này chúng ta đang chung nhà muốn hợp tác thì mọi người nghe đây bảo vệ động vật bảo vệ luôn cả cây mây và khí quyển chúng ta dưới nơi này chính vì 1 thế giới hiện đại hơn cả nay ý thức mỗi người hãy tự mình nâng cao bảo vệ cuộc sống trách nhiệm mình như nhau giữa chúng ta đừng nói chữ không thành chỉ vì một thế giới có không khí trong lành,rock-viet
Dots And Dashes (Enought Already),Silversun Pickups, hiện chưa có lời bài hát nào cho dots and dashes enought already do ca sĩ silversun pickups trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Busy Bees,Silversun Pickups, hiện chưa có lời bài hát nào cho busy bees do ca sĩ silversun pickups trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Đôi Mắt,Nhã Ca, hiện chưa có lời bài hát nào cho đôi mắt do ca sĩ nhã ca trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tình Ca Biển Khát,Phi Vũ,khách đa tình dừng chân nghe biển hát sóng vỗ bờ thôi thúc mãi chẳng nguôi như âm vang xuôi nhịp đời vẫy gọi nắng trải sầu dồn miền nhớ vào tim biển dạt dào gọi yêu thương trên sóng khát khao nụ hôn khát những đợi mong nghe reo vang tơ lòng mềm ước hẹn khát như đợt sóng tương tư vào đêm thôi nhé em đừng để anh khắc khoải mãi yêu thương em thẫn thờ mê say nắm tay nhau anh cùng em chân bước mặc cho sóng hờn ghen đôi ta sóng rã rời cuộn anh đi muôn lối để em về ôm lấy chốn trùng khơi như cơn mê thét gào cùng biển mặn ta đi vào cuộc đời vẫn bình yên khúc hoan ca gọi cơn say mãi đến có anh về vui với sóng tình em khi đam mê chuyến hẹn hò vô tận biển thét gào sóng dâng lên tình yêu ,rock-viet
Wind Of The Cloudy Night (Instrumental Rock),Tiger Nguyễn, hiện chưa có lời bài hát nào cho wind of the cloudy night instrumental rock do ca sĩ tiger nguyễn trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
The Dancing Lights (Instrumental Rock),Tiger Nguyễn, hiện chưa có lời bài hát nào cho the dancing lights instrumental rock do ca sĩ tiger nguyễn trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Yên Bình,Xuân Thanh, hiện chưa có lời bài hát nào cho yên bình do ca sĩ xuân thanh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vùng Than Nắng Gió,Dương Tuấn, hiện chưa có lời bài hát nào cho vùng than nắng gió do ca sĩ dương tuấn trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
An Lão Trong Tôi,Đăng Khuê, hiện chưa có lời bài hát nào cho an lão trong tôi do ca sĩ đăng khuê trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Rock Con Diều,Zen Vũ Hoàn, hiện chưa có lời bài hát nào cho rock con diều do ca sĩ zen vũ hoàn trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Sức Ỳ,60K Rock, hiện chưa có lời bài hát nào cho sức ỳ do ca sĩ 60k rock trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Well Be Fine,Drake, hiện chưa có lời bài hát nào cho well be fine do ca sĩ drake trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Paul Revere,Beastie Boys, hiện chưa có lời bài hát nào cho paul revere do ca sĩ beastie boys trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tìm Lại,Hoa Trung, hiện chưa có lời bài hát nào cho tìm lại do ca sĩ hoa trung trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vắng,Trini,nhà vắng không người mình tôi tôi hát và mình tôi tôi cười cười với riêng mình ngày như đêm vắng và thời gian trôi chậm vệt nắng trên tường dường như đôi mắt của tình xưa đang nhìn đời vắng không người mình tôi tôi khóc và mình tôi khô kiệt mình nhìn mình từ chiếc gương lu mờ đời nhập nhằng vào với mơ từng vết tàn nhang cũng buồn lâu ôi đời tôi nhăn nhàu nhìn vào đời từ bóng trăng không màu đời mệt hằn nhiều vết sâu không chừng tôi già đi hơn tuổi tôi không một ai kêu mời không một không một ai đón đợi vệt nắng trên tường dường như đôi mắt của tình xưa đang nhìn đời vắng không người mình tôi tôi khóc và mình tôi khô kiệt tôi ra vào riêng tôi tôi ra vào không vui và sống những ngày chậm quá tôi không còn yêu thêm tôi không còn vui lên dù có nắng mới cũng thấy lẫn với bóng tối,rock-viet
Hẹn,Trini,chiều nhẹ thay áo cho tình tưởng như ai đang nhắc mình hò hẹn đi đã lâu rồi chẳng dành chút hơi ấm cho nhau hò hẹn đi đã lâu rồi mặt xa e xa cách lòng chiều tàn trên áo em buồn tình ta có xa xôi không anh đang chờ em hay ngủ im vầng mây trắng tan kìa em đang chờ anh trong bóng dáng tình ngày xưa ngày xưa nhắc nhau ta vẫn yêu ta còn hẹn nhau mãi nhé nhịp tim ta vẫn cứ rung êm buồn rầu thay lúc không còn được nhớ nỗi nhớ buốt tim buồn rầu thay lúc không còn được giận dỗi em khóc bên anh hò hẹn đi đã lâu rồi chiều nay chiều nay nhé người hò hẹn đi đã lâu rồi tình ta có xa xôi không,rock-viet
Khoảng Không,Oringchains, hiện chưa có lời bài hát nào cho khoảng không do ca sĩ oringchains trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Biển Hát,Da Vàng, hiện chưa có lời bài hát nào cho biển hát do ca sĩ da vàng trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tiều Phu,Hạc San, hiện chưa có lời bài hát nào cho tiều phu do ca sĩ hạc san trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Chơi Vơi Dòng Đời,Duy Linh, hiện chưa có lời bài hát nào cho chơi vơi dòng đời do ca sĩ duy linh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tái Sinh,Hạc San, hiện chưa có lời bài hát nào cho tái sinh do ca sĩ hạc san trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ai Oán,Hạc San, hiện chưa có lời bài hát nào cho ai oán do ca sĩ hạc san trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tiếng Đàn Hàm Oan,Hạc San, hiện chưa có lời bài hát nào cho tiếng đàn hàm oan do ca sĩ hạc san trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Hoang Tàn (Giọng Hát Việt Nhí 2015),Dương Gia Linh, hiện chưa có lời bài hát nào cho hoang tàn giọng hát việt nhí 2015 do ca sĩ dương gia linh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Sét Đánh Ngang Trời,Hạc San, hiện chưa có lời bài hát nào cho sét đánh ngang trời do ca sĩ hạc san trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Mưa Tháng 7,"Piter Rap, Bảo Bio, Shyz TKB, V.A", hiện chưa có lời bài hát nào cho mưa tháng 7 do ca sĩ piter rap bảo bio shyz tkb va trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Nối Vòng Tay Lớn,Reynard, hiện chưa có lời bài hát nào cho nối vòng tay lớn do ca sĩ reynard trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Dưới Đáy Trần Gian,Hạc San, hiện chưa có lời bài hát nào cho dưới đáy trần gian do ca sĩ hạc san trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Khoảng Cách (feat. Myosoo Nguyen),Dép Tổ Ong, hiện chưa có lời bài hát nào cho khoảng cách feat myosoo nguyen do ca sĩ dép tổ ong trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Và Tôi Sẽ (ADAM Band) Cover,Dép Tổ Ong, hiện chưa có lời bài hát nào cho và tôi sẽ adam band cover do ca sĩ dép tổ ong trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ly Cafe Ban Mê,Bảo Trọng, hiện chưa có lời bài hát nào cho ly cafe ban mê do ca sĩ bảo trọng trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ngụ Ngôn Khỉ Con,Diên An, hiện chưa có lời bài hát nào cho ngụ ngôn khỉ con do ca sĩ diên an trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Yêu Đời (Giọng Hát Việt Nhí),Vũ Thị Diễm Quỳnh, hiện chưa có lời bài hát nào cho yêu đời giọng hát việt nhí do ca sĩ vũ thị diễm quỳnh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Sống Như Là Mơ,V.A, hiện chưa có lời bài hát nào cho sống như là mơ do ca sĩ va trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Áo Dài Ơi,Dép Tổ Ong, hiện chưa có lời bài hát nào cho áo dài ơi do ca sĩ dép tổ ong trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
"Một Khí Phách, Một Trái Tim",V.A, hiện chưa có lời bài hát nào cho một khí phách một trái tim do ca sĩ va trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Nghiêng Về Tây Nguyên,Tuấn Nghĩa, hiện chưa có lời bài hát nào cho nghiêng về tây nguyên do ca sĩ tuấn nghĩa trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Thằng Thực Dân,CoCC Band, hiện chưa có lời bài hát nào cho thằng thực dân do ca sĩ cocc band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
,,,rock-viet
Temperature,Thomas' Apartment,turn around so i can see you smile before you go well park the car well turn of the engine well talk until the morning comes why are you here in my life why did you let me in dont you dare leave here in this moment we are the only ones alive and the temperature changes suddenly its so warm inside so how do i know when im falling love how do i know when im falling love turn around theres so much thats left unsaid no need to speak communicate in wavelengths we cannot hear so hidden but so obvious something so strange how you read me like an open book but what does that mean here in this moment we are the only ones alive and the temperature changes suddenly its so warm inside but is it the real thing is this what ive been waiting for i guess ill never know how do i know when im falling love how do i know when im falling love gone is the moment we were the only ones alive now the silence is broken suddenly we dont miss the time its not the real thing its not what weve been waiting for maybe some other time i know i know im not falling in love i know i know im not falling in love,rock-viet
Make My Cry,"Kido, Young GK, Young Ken", hiện chưa có lời bài hát nào cho make my cry do ca sĩ kido young gk young ken trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Giao Thông,CoCC Band, hiện chưa có lời bài hát nào cho giao thông do ca sĩ cocc band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Nhận Ra,Tùng Rocker, hiện chưa có lời bài hát nào cho nhận ra do ca sĩ tùng rocker trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Một Mình,CoCC Band, hiện chưa có lời bài hát nào cho một mình do ca sĩ cocc band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Lũ Ăn Xin,CoCC Band, hiện chưa có lời bài hát nào cho lũ ăn xin do ca sĩ cocc band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Stay,Destiny, hiện chưa có lời bài hát nào cho stay do ca sĩ destiny trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Nơi Thành Phố Khác,Bụi Gió, hiện chưa có lời bài hát nào cho nơi thành phố khác do ca sĩ bụi gió trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Chán,Cát, hiện chưa có lời bài hát nào cho chán do ca sĩ cát trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Ve Chai,CoCC Band, hiện chưa có lời bài hát nào cho ve chai do ca sĩ cocc band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Vodka Song,V.A, hiện chưa có lời bài hát nào cho vodka song do ca sĩ va trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
"Cướp Vợ, Tục Lệ Người H'Mông",Ngũ Cung, hiện chưa có lời bài hát nào cho cướp vợ tục lệ người hmông do ca sĩ ngũ cung trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Trách,CoCC Band, hiện chưa có lời bài hát nào cho trách do ca sĩ cocc band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Con Số 0,The Wall,ai đã đi tới hết chân trời ðầy ắp sóng gió chênh vênh bến bờ mà đã thấu hết thấu hết chuyện đời ai dấn thân thấm đẫm bụi hồ ngầu đắng khoé mắt oằn cong lưng trần mà đã thấu hết thấu hết chuyện đời có những con người mới đôi ba tuổi đời cuộc sống mới bắt đầu đã cho rằng mình thấu hết làm được gì và đã có gì chỉ học đòi thói chê bai đời vật vờ chẳng biết thân mình hình hài chỉ là con số 0 hình hài chỉ là con số 0 hãy nuốt đi thuốc đắng dã tật này hãy gắng sống biết ta biết người ðời chưa thấu hết thôi hãy kiệm lời ai đã qua phút sống chân thành vị đắng đã thấm sẽ thấy vị ngọt ðời chưa thấu hết thôi hãy kiệm lời có những con người mới đôi ba tuổi đời cuộc sống mới bắt đầu đã cho rằng mình thấu hết làm được gì và đã có gì chỉ học đòi thói chê bai đời vật vờ chẳng biết thân mình hình hài chỉ là con số 0 hình hài chỉ là con số 0 hãy nuốt đi thuốc đắng dã tật này hãy gắng sống biết ta biết người ðời chưa thấu hết xin hãy kiệm lời ai đã qua phút sống chân thành vị đắng đã thấm sẽ thấy vị ngọt ðời chưa thấu hết xin hãy kiệm lời có những con người mới đôi ba tuổi đời cuộc sống mới bắt đầu đã cho rằng mình thấu hết làm được gì và đã có gì chỉ học đòi thói chê bai đời vật vờ chẳng biết thân mình hình hài chỉ là con số 0 hình hài chỉ là con số 0 0 0,rock-viet
Cảm Ơn Em,Nông Tiến Bắc,lạc trong đêm đen nhìn sâu trong em anh thấy được đời mình anh đã tìm được mình rồi khi đêm qua đi xin cho đôi mắt đen kia bên anh cho anh ngu si dậy cho anh biết ơn dậy cho anh biết yêu nhé em nhiều khi anh sai và trót hôn ai như gió buộc cuộc tình cho nắng nhuộm đời mình giờ đây ngồi nghecơn bão lớn đã qua chuyện hôm qua rồi nhẹ nhàng đi xa rồi bài học cho anh nhớ những ký ức đổ vỡ nay hãy cho đau thương kia ngủ yên đừng sợ hãi anh sai anh sai anh biết những bước đi ngày mai chẳng biết đi đâu nếu thiếu em niềm tin kia rơi ngồi nghe đêm trôi anh đếm từng tuyệt vọng năm tháng là bài học dòng sông vẫn trôi đi mãiđi xa cho ta mang theo hôm qua thả trôi những sớm mai hòa theo nước mắt ai cảm ơn,rock-viet
Người Điên Yêu,Đinh Phú Vinh, hiện chưa có lời bài hát nào cho người điên yêu do ca sĩ đinh phú vinh trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Giữ Lại Đêm Nay,Rock Alpha, hiện chưa có lời bài hát nào cho giữ lại đêm nay do ca sĩ rock alpha trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tắc Đường,7 Days, hiện chưa có lời bài hát nào cho tắc đường do ca sĩ 7 days trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Bồ Công Anh,PAK Band, hiện chưa có lời bài hát nào cho bồ công anh do ca sĩ pak band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Thu,PAK Band,lang thang trên đường một ngày cuối thu miên man nơi xưa chiều buông lá rơi rơi nhớ môi em nồng thơm thơm hương cỏ non ánh nắng xuyên cây mát dịu nắng thu mình bên nhau vui cười nhẹ bay cơn mưa lười mà sao nay mình anh ngày trôi qua thật nhanh giờ mùa thu gợi nhớ em tôi ánh mắt ngượng ngùng đôi môi thẹn thùng ghé trao nụ hôn nhờ mùa thu gửi đến cho em những giấc mộng gầy vẫn mãi còn đầy khát khao về em em mãi xa tôi vẫn mong em quay về đây bên nhau nồng say giờ mùa thu gợi nhớ em tôi ánh mắt ngượng ngùng đôi môi thẹn thùng ghé trao nụ hôn nhờ mùa thu gửi đến cho em những giấc mộng gầy vẫn mãi còn đầy khát khao về em những giấc mộng gầy khát khao về em,rock-viet
Rock Tàu Ngầm,Dương Quốc Hưng, hiện chưa có lời bài hát nào cho rock tàu ngầm do ca sĩ dương quốc hưng trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Why,PAK Band, hiện chưa có lời bài hát nào cho why do ca sĩ pak band trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Tiền Thô Mà,Wừu, hiện chưa có lời bài hát nào cho tiền thô mà do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
Pleiku,Wừu, hiện chưa có lời bài hát nào cho pleiku do ca sĩ wừu trình bày bạn có thể click vào đây để đăng lời cho bài hát này,rock-viet
